ConsumerNodeID,ResourceNodeID,ConsumerSpeciesID,ResourceSpeciesID,ConsumerStageID,ResourceStageID,ConsumerSpecies.StageID,ResourceSpecies.StageID,LinkTypeID,LinkType,LinkEvidence,LinkEvidenceNotes,LinkFrequency,LinkN,DietFraction,ConsumptionRate,VectorFrom,PreyFrom
57,46,37,31,1,3,37.1,31.3,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,46,38,31,1,3,38.1,31.3,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,46,39,31,1,3,39.1,31.3,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
53,47,35,32,1,1,35.1,32.1,1,predation,modelled,,,,,,,
55,47,36,32,1,1,36.1,32.1,1,predation,modelled,Petranka 1998,,,,,,
57,47,37,32,1,1,37.1,32.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,47,38,32,1,1,38.1,32.1,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,47,39,32,1,1,39.1,32.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
64,47,41,32,1,1,41.1,32.1,1,predation,modelled,Terres 1995,,,,,,
65,47,42,32,1,1,42.1,32.1,1,predation,modelled,Terres 1995,,,,,,
66,47,43,32,1,1,43.1,32.1,1,predation,modelled,Hintz and Dyer 1970,,,,,,
67,47,44,32,1,1,44.1,32.1,1,predation,modelled,Terres 1995,,,,,,
68,47,45,32,1,1,45.1,32.1,1,predation,modelled,Terres 1995,,,,,,
69,47,46,32,1,1,46.1,32.1,1,predation,modelled,Terres 1995,,,,,,
72,47,49,32,2,1,49.2,32.1,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
77,47,52,32,1,1,52.1,32.1,6,macroparasitism,modelled,Hecker et al. 2001,,,,,,
102,47,60,32,4,1,60.4,32.1,12,trophically transmitted parasitism,observed,,,,,,,
24,48,22,32,1,2,22.1,32.2,1,predation,modelled,Hallmark 1972,,,,,,
25,48,22,32,2,2,22.2,32.2,1,predation,modelled,Hallmark 1972,,,,,,
27,48,23,32,2,2,23.2,32.2,1,predation,modelled,Plague 1996,,,,,,
28,48,24,32,1,2,24.1,32.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,48,24,32,2,2,24.2,32.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
34,48,27,32,1,2,27.1,32.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,48,27,32,2,2,27.2,32.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,48,28,32,1,2,28.1,32.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2012",,,,,,
37,48,28,32,2,2,28.2,32.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2037",,,,,,
48,48,32,32,2,2,32.2,32.2,1,predation,observed,,,,,,,
50,48,33,32,2,2,33.2,32.2,1,predation,modelled,,,,,,,
52,48,34,32,2,2,34.2,32.2,1,predation,modelled,,,,,,,
54,48,35,32,2,2,35.2,32.2,1,predation,observed,,,,,,,
55,48,36,32,1,2,36.1,32.2,1,predation,modelled,Petranka 1998,,,,,,
56,48,36,32,2,2,36.2,32.2,1,predation,modelled,Petranka 1998,,,,,,
57,48,37,32,1,2,37.1,32.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,48,38,32,1,2,38.1,32.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,48,39,32,1,2,39.1,32.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
72,48,49,32,2,2,49.2,32.2,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
77,48,52,32,1,2,52.1,32.2,6,macroparasitism,modelled,Hecker et al. 2001,,,,,,
102,48,60,32,4,2,60.4,32.2,12,trophically transmitted parasitism,observed,,,,,,,
47,49,32,33,1,1,32.1,33.1,1,predation,inferred,,,,,,,
49,49,33,33,1,1,33.1,33.1,1,predation,inferred,,,,,,,
51,49,34,33,1,1,34.1,33.1,1,predation,inferred,,,,,,,
53,49,35,33,1,1,35.1,33.1,1,predation,modelled,,,,,,,
55,49,36,33,1,1,36.1,33.1,1,predation,modelled,Petranka 1998,,,,,,
57,49,37,33,1,1,37.1,33.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,49,38,33,1,1,38.1,33.1,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,49,39,33,1,1,39.1,33.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
64,49,41,33,1,1,41.1,33.1,1,predation,modelled,Terres 1995,,,,,,
65,49,42,33,1,1,42.1,33.1,1,predation,modelled,Terres 1995,,,,,,
66,49,43,33,1,1,43.1,33.1,1,predation,modelled,Hintz and Dyer 1970,,,,,,
67,49,44,33,1,1,44.1,33.1,1,predation,modelled,Terres 1995,,,,,,
68,49,45,33,1,1,45.1,33.1,1,predation,modelled,Terres 1995,,,,,,
69,49,46,33,1,1,46.1,33.1,1,predation,modelled,Terres 1995,,,,,,
72,49,49,33,2,1,49.2,33.1,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
77,49,52,33,1,1,52.1,33.1,6,macroparasitism,modelled,Hecker et al. 2001,,,,,,
102,49,60,33,4,1,60.4,33.1,12,trophically transmitted parasitism,observed,,,,,,,
24,50,22,33,1,2,22.1,33.2,1,predation,modelled,Hallmark 1972,,,,,,
25,50,22,33,2,2,22.2,33.2,1,predation,modelled,Hallmark 1972,,,,,,
27,50,23,33,2,2,23.2,33.2,1,predation,modelled,Plague 1996,,,,,,
28,50,24,33,1,2,24.1,33.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,50,24,33,2,2,24.2,33.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
30,50,25,33,1,2,25.1,33.2,1,predation,modelled,Izabella et al. 2007,,,,,,
31,50,25,33,2,2,25.2,33.2,1,predation,modelled,Izabella et al. 2007,,,,,,
32,50,26,33,1,2,26.1,33.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,50,26,33,2,2,26.2,33.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,50,27,33,1,2,27.1,33.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,50,27,33,2,2,27.2,33.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,50,28,33,1,2,28.1,33.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2013",,,,,,
37,50,28,33,2,2,28.2,33.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2038",,,,,,
48,50,32,33,2,2,32.2,33.2,1,predation,observed,,,,,,,
50,50,33,33,2,2,33.2,33.2,1,predation,modelled,,,,,,,
52,50,34,33,2,2,34.2,33.2,1,predation,modelled,,,,,,,
54,50,35,33,2,2,35.2,33.2,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2007",,,,,,
55,50,36,33,1,2,36.1,33.2,1,predation,modelled,Petranka 1998,,,,,,
56,50,36,33,2,2,36.2,33.2,1,predation,observed,,,,,,,
57,50,37,33,1,2,37.1,33.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,50,38,33,1,2,38.1,33.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,50,39,33,1,2,39.1,33.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
72,50,49,33,2,2,49.2,33.2,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
77,50,52,33,1,2,52.1,33.2,6,macroparasitism,modelled,Hecker et al. 2001,,,,,,
102,50,60,33,4,2,60.4,33.2,12,trophically transmitted parasitism,observed,,,,,,,
47,51,32,34,1,1,32.1,34.1,1,predation,inferred,,,,,,,
49,51,33,34,1,1,33.1,34.1,1,predation,inferred,,,,,,,
51,51,34,34,1,1,34.1,34.1,1,predation,inferred,,,,,,,
53,51,35,34,1,1,35.1,34.1,1,predation,modelled,,,,,,,
55,51,36,34,1,1,36.1,34.1,1,predation,modelled,Petranka 1998,,,,,,
57,51,37,34,1,1,37.1,34.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,51,38,34,1,1,38.1,34.1,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,51,39,34,1,1,39.1,34.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
64,51,41,34,1,1,41.1,34.1,1,predation,modelled,Terres 1995,,,,,,
65,51,42,34,1,1,42.1,34.1,1,predation,modelled,Terres 1995,,,,,,
66,51,43,34,1,1,43.1,34.1,1,predation,modelled,Hintz and Dyer 1970,,,,,,
67,51,44,34,1,1,44.1,34.1,1,predation,modelled,Terres 1995,,,,,,
68,51,45,34,1,1,45.1,34.1,1,predation,modelled,Terres 1995,,,,,,
69,51,46,34,1,1,46.1,34.1,1,predation,modelled,Terres 1995,,,,,,
72,51,49,34,2,1,49.2,34.1,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
77,51,52,34,1,1,52.1,34.1,6,macroparasitism,modelled,Hecker et al. 2001,,,,,,
102,51,60,34,4,1,60.4,34.1,12,trophically transmitted parasitism,observed,,,,,,,
24,52,22,34,1,2,22.1,34.2,1,predation,modelled,Hallmark 1972,,,,,,
25,52,22,34,2,2,22.2,34.2,1,predation,modelled,Hallmark 1972,,,,,,
27,52,23,34,2,2,23.2,34.2,1,predation,modelled,Plague 1996,,,,,,
28,52,24,34,1,2,24.1,34.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,52,24,34,2,2,24.2,34.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
30,52,25,34,1,2,25.1,34.2,1,predation,modelled,Izabella et al. 2007,,,,,,
31,52,25,34,2,2,25.2,34.2,1,predation,modelled,Izabella et al. 2007,,,,,,
32,52,26,34,1,2,26.1,34.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
33,52,26,34,2,2,26.2,34.2,1,predation,modelled,Reilly and McCarthy 1990,,,,,,
34,52,27,34,1,2,27.1,34.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,52,27,34,2,2,27.2,34.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,52,28,34,1,2,28.1,34.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2014",,,,,,
37,52,28,34,2,2,28.2,34.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2039",,,,,,
48,52,32,34,2,2,32.2,34.2,1,predation,observed,,,,,,,
50,52,33,34,2,2,33.2,34.2,1,predation,modelled,,,,,,,
52,52,34,34,2,2,34.2,34.2,1,predation,modelled,,,,,,,
54,52,35,34,2,2,35.2,34.2,1,predation,modelled,"Folsom and Collins 1984, Van Buskirk 1988, Turner and Chislock 2008",,,,,,
55,52,36,34,1,2,36.1,34.2,1,predation,modelled,Petranka 1998,,,,,,
56,52,36,34,2,2,36.2,34.2,1,predation,observed,,,,,,,
57,52,37,34,1,2,37.1,34.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,52,38,34,1,2,38.1,34.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,52,39,34,1,2,39.1,34.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
72,52,49,34,2,2,49.2,34.2,6,macroparasitism,modelled,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
77,52,52,34,1,2,52.1,34.2,6,macroparasitism,modelled,Hecker et al. 2001,,,,,,
102,52,60,34,4,2,60.4,34.2,12,trophically transmitted parasitism,observed,,,,,,,
49,53,33,35,1,1,33.1,35.1,1,predation,inferred,,,,,,,
53,53,35,35,1,1,35.1,35.1,1,predation,modelled,,,,,,,
55,53,36,35,1,1,36.1,35.1,1,predation,modelled,Petranka 1998,,,,,,
57,53,37,35,1,1,37.1,35.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
61,53,39,35,1,1,39.1,35.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
64,53,41,35,1,1,41.1,35.1,1,predation,modelled,Terres 1995,,,,,,
65,53,42,35,1,1,42.1,35.1,1,predation,modelled,Terres 1995,,,,,,
66,53,43,35,1,1,43.1,35.1,1,predation,modelled,Hintz and Dyer 1970,,,,,,
67,53,44,35,1,1,44.1,35.1,1,predation,modelled,Terres 1995,,,,,,
68,53,45,35,1,1,45.1,35.1,1,predation,modelled,Terres 1995,,,,,,
69,53,46,35,1,1,46.1,35.1,1,predation,modelled,Terres 1995,,,,,,
72,53,49,35,2,1,49.2,35.1,6,macroparasitism,observed,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
77,53,52,35,1,1,52.1,35.1,6,macroparasitism,modelled,Hecker et al. 2001,,,,,,
102,53,60,35,4,1,60.4,35.1,12,trophically transmitted parasitism,observed,,,,,,,
24,54,22,35,1,2,22.1,35.2,1,predation,modelled,Hallmark 1972,,,,,,
25,54,22,35,2,2,22.2,35.2,1,predation,modelled,Hallmark 1972,,,,,,
27,54,23,35,2,2,23.2,35.2,1,predation,modelled,Plague 1996,,,,,,
28,54,24,35,1,2,24.1,35.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,54,24,35,2,2,24.2,35.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
34,54,27,35,1,2,27.1,35.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,54,27,35,2,2,27.2,35.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,54,28,35,1,2,28.1,35.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2015",,,,,,
37,54,28,35,2,2,28.2,35.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2040",,,,,,
48,54,32,35,2,2,32.2,35.2,1,predation,inferred,,,,,,,
50,54,33,35,2,2,33.2,35.2,1,predation,modelled,,,,,,,
52,54,34,35,2,2,34.2,35.2,1,predation,modelled,,,,,,,
54,54,35,35,2,2,35.2,35.2,1,predation,observed,,,,,,,
55,54,36,35,1,2,36.1,35.2,1,predation,modelled,Petranka 1998,,,,,,
56,54,36,35,2,2,36.2,35.2,1,predation,observed,,,,,,,
57,54,37,35,1,2,37.1,35.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,54,38,35,1,2,38.1,35.2,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,54,39,35,1,2,39.1,35.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
72,54,49,35,2,2,49.2,35.2,6,macroparasitism,observed,"Proctor and Pritchard 1989, Baker et al. 2008",,,,,,
77,54,52,35,1,2,52.1,35.2,6,macroparasitism,modelled,Hecker et al. 2001,,,,,,
102,54,60,35,4,2,60.4,35.2,12,trophically transmitted parasitism,observed,,,,,,,
34,55,27,36,1,1,27.1,36.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,55,27,36,2,1,27.2,36.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
63,55,40,36,1,1,40.1,36.1,1,predation,observed,Preston and Johnson In Press,,,,,,
73,55,50,36,1,1,50.1,36.1,5,pathogen infection,observed,Schorr et al. 1990,,,,,,
75,55,51,36,1,1,51.1,36.1,5,pathogen infection,observed,"Higgins 1929, Schorr et al. 1990",,,,,,
79,55,53,36,1,1,53.1,36.1,5,pathogen infection,inferred,,,,,,,
81,55,54,36,1,1,54.1,36.1,6,macroparasitism,observed,,,,,,,
86,55,56,36,4,1,56.4,36.1,12,trophically transmitted parasitism,observed,,,,,,,
94,55,58,36,4,1,58.4,36.1,12,trophically transmitted parasitism,observed,,,,,,,
98,55,59,36,4,1,59.4,36.1,12,trophically transmitted parasitism,observed,,,,,,,
99,55,60,36,1,1,60.1,36.1,6,macroparasitism,observed,,,,,,,
24,56,22,36,1,2,22.1,36.2,1,predation,modelled,Hallmark 1972,,,,,,
25,56,22,36,2,2,22.2,36.2,1,predation,modelled,Hallmark 1972,,,,,,
28,56,24,36,1,2,24.1,36.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,56,24,36,2,2,24.2,36.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
34,56,27,36,1,2,27.1,36.2,1,predation,observed,,,,,,,
35,56,27,36,2,2,27.2,36.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,56,28,36,1,2,28.1,36.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2016",,,,,,
37,56,28,36,2,2,28.2,36.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2041",,,,,,
48,56,32,36,2,2,32.2,36.2,1,predation,inferred,,,,,,,
54,56,35,36,2,2,35.2,36.2,1,predation,observed,,,,,,,
55,56,36,36,1,2,36.1,36.2,1,predation,modelled,Petranka 1998,,,,,,
56,56,36,36,2,2,36.2,36.2,1,predation,observed,,,,,,,
57,56,37,36,1,2,37.1,36.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
61,56,39,36,1,2,39.1,36.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
63,56,40,36,1,2,40.1,36.2,1,predation,observed,Preston and Johnson In Press,,,,,,
67,56,44,36,1,2,44.1,36.2,1,predation,modelled,Terres 1995,,,,,,
68,56,45,36,1,2,45.1,36.2,1,predation,modelled,Terres 1995,,,,,,
69,56,46,36,1,2,46.1,36.2,1,predation,modelled,Terres 1995,,,,,,
70,56,47,36,1,2,47.1,36.2,1,predation,modelled,,,,,,,
71,56,48,36,1,2,48.1,36.2,1,predation,modelled,,,,,,,
73,56,50,36,1,2,50.1,36.2,5,pathogen infection,observed,Schorr et al. 1990,,,,,,
75,56,51,36,1,2,51.1,36.2,5,pathogen infection,observed,"Higgins 1929, Schorr et al. 1990",,,,,,
79,56,53,36,1,2,53.1,36.2,5,pathogen infection,inferred,,,,,,,
81,56,54,36,1,2,54.1,36.2,6,macroparasitism,observed,,,,,,,
86,56,56,36,4,2,56.4,36.2,12,trophically transmitted parasitism,observed,,,,,,,
94,56,58,36,4,2,58.4,36.2,12,trophically transmitted parasitism,observed,,,,,,,
98,56,59,36,4,2,59.4,36.2,12,trophically transmitted parasitism,observed,,,,,,,
110,56,62,36,4,2,62.4,36.2,12,trophically transmitted parasitism,observed,,,,,,,
34,57,27,37,1,1,27.1,37.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,57,27,37,2,1,27.2,37.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,57,28,37,1,1,28.1,37.1,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2017",,,,,,
37,57,28,37,2,1,28.2,37.1,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2042",,,,,,
57,57,37,37,1,1,37.1,37.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
61,57,39,37,1,1,39.1,37.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
63,57,40,37,1,1,40.1,37.1,1,predation,observed,Preston and Johnson In Press,,,,,,
68,57,45,37,1,1,45.1,37.1,1,predation,modelled,Terres 1995,,,,,,
69,57,46,37,1,1,46.1,37.1,1,predation,modelled,Terres 1995,,,,,,
70,57,47,37,1,1,47.1,37.1,1,predation,modelled,,,,,,,
71,57,48,37,1,1,48.1,37.1,1,predation,modelled,,,,,,,
73,57,50,37,1,1,50.1,37.1,5,pathogen infection,observed,Schorr et al. 1990,,,,,,
75,57,51,37,1,1,51.1,37.1,5,pathogen infection,observed,"Higgins 1929, Schorr et al. 1990",,,,,,
79,57,53,37,1,1,53.1,37.1,5,pathogen infection,inferred,,,,,,,
86,57,56,37,4,1,56.4,37.1,12,trophically transmitted parasitism,observed,,,,,,,
94,57,58,37,4,1,58.4,37.1,12,trophically transmitted parasitism,observed,,,,,,,
98,57,59,37,4,1,59.4,37.1,12,trophically transmitted parasitism,observed,,,,,,,
99,57,60,37,1,1,60.1,37.1,6,macroparasitism,observed,,,,,,,
106,57,61,37,4,1,61.4,37.1,12,trophically transmitted parasitism,observed,,,,,,,
107,57,62,37,1,1,62.1,37.1,6,macroparasitism,observed,,,,,,,
24,58,22,37,1,2,22.1,37.2,1,predation,modelled,Hallmark 1972,,,,,,
25,58,22,37,2,2,22.2,37.2,1,predation,modelled,Hallmark 1972,,,,,,
28,58,24,37,1,2,24.1,37.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,58,24,37,2,2,24.2,37.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
34,58,27,37,1,2,27.1,37.2,1,predation,observed,,,,,,,
35,58,27,37,2,2,27.2,37.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,58,28,37,1,2,28.1,37.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2018",,,,,,
37,58,28,37,2,2,28.2,37.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2043",,,,,,
48,58,32,37,2,2,32.2,37.2,1,predation,inferred,,,,,,,
54,58,35,37,2,2,35.2,37.2,1,predation,observed,,,,,,,
55,58,36,37,1,2,36.1,37.2,1,predation,modelled,Petranka 1998,,,,,,
56,58,36,37,2,2,36.2,37.2,1,predation,modelled,Petranka 1998,,,,,,
57,58,37,37,1,2,37.1,37.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
61,58,39,37,1,2,39.1,37.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
63,58,40,37,1,2,40.1,37.2,1,predation,observed,Preston and Johnson In Press,,,,,,
67,58,44,37,1,2,44.1,37.2,1,predation,modelled,Terres 1995,,,,,,
68,58,45,37,1,2,45.1,37.2,1,predation,modelled,Terres 1995,,,,,,
69,58,46,37,1,2,46.1,37.2,1,predation,modelled,Terres 1995,,,,,,
70,58,47,37,1,2,47.1,37.2,1,predation,modelled,,,,,,,
73,58,50,37,1,2,50.1,37.2,5,pathogen infection,observed,Schorr et al. 1990,,,,,,
75,58,51,37,1,2,51.1,37.2,5,pathogen infection,observed,"Higgins 1929, Schorr et al. 1990",,,,,,
79,58,53,37,1,2,53.1,37.2,5,pathogen infection,inferred,,,,,,,
86,58,56,37,4,2,56.4,37.2,12,trophically transmitted parasitism,observed,,,,,,,
94,58,58,37,4,2,58.4,37.2,12,trophically transmitted parasitism,observed,,,,,,,
98,58,59,37,4,2,59.4,37.2,12,trophically transmitted parasitism,observed,,,,,,,
106,58,61,37,4,2,61.4,37.2,12,trophically transmitted parasitism,observed,,,,,,,
110,58,62,37,4,2,62.4,37.2,12,trophically transmitted parasitism,observed,,,,,,,
34,59,27,38,1,1,27.1,38.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
35,59,27,38,2,1,27.2,38.1,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,59,28,38,1,1,28.1,38.1,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2019",,,,,,
37,59,28,38,2,1,28.2,38.1,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2044",,,,,,
55,59,36,38,1,1,36.1,38.1,1,predation,modelled,Petranka 1998,,,,,,
57,59,37,38,1,1,37.1,38.1,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
59,59,38,38,1,1,38.1,38.1,1,predation,modelled,"Johnson and Bury 1965, Lannoo 2005",,,,,,
61,59,39,38,1,1,39.1,38.1,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
63,59,40,38,1,1,40.1,38.1,1,predation,observed,Preston and Johnson In Press,,,,,,
67,59,44,38,1,1,44.1,38.1,1,predation,modelled,Terres 1995,,,,,,
68,59,45,38,1,1,45.1,38.1,1,predation,modelled,Terres 1995,,,,,,
69,59,46,38,1,1,46.1,38.1,1,predation,modelled,Terres 1995,,,,,,
70,59,47,38,1,1,47.1,38.1,1,predation,modelled,,,,,,,
71,59,48,38,1,1,48.1,38.1,1,predation,modelled,,,,,,,
73,59,50,38,1,1,50.1,38.1,5,pathogen infection,observed,Schorr et al. 1990,,,,,,
75,59,51,38,1,1,51.1,38.1,5,pathogen infection,observed,"Higgins 1929, Schorr et al. 1990",,,,,,
79,59,53,38,1,1,53.1,38.1,5,pathogen infection,inferred,,,,,,,
86,59,56,38,4,1,56.4,38.1,12,trophically transmitted parasitism,observed,,,,,,,
94,59,58,38,4,1,58.4,38.1,12,trophically transmitted parasitism,observed,,,,,,,
98,59,59,38,4,1,59.4,38.1,12,trophically transmitted parasitism,observed,,,,,,,
99,59,60,38,1,1,60.1,38.1,6,macroparasitism,observed,,,,,,,
106,59,61,38,4,1,61.4,38.1,12,trophically transmitted parasitism,observed,,,,,,,
107,59,62,38,1,1,62.1,38.1,6,macroparasitism,observed,,,,,,,
24,60,22,38,1,2,22.1,38.2,1,predation,modelled,Hallmark 1972,,,,,,
25,60,22,38,2,2,22.2,38.2,1,predation,modelled,Hallmark 1972,,,,,,
28,60,24,38,1,2,24.1,38.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
29,60,24,38,2,2,24.2,38.2,1,predation,modelled,"Gittleman 1978, Murdoch et al. 1984, Giller 1986, Blaustein 1998, Gilbert and Burns 1999",,,,,,
34,60,27,38,1,2,27.1,38.2,1,predation,observed,,,,,,,
35,60,27,38,2,2,27.2,38.2,1,predation,modelled,"Cullen 1969, Hirai 2007",,,,,,
36,60,28,38,1,2,28.1,38.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2020",,,,,,
37,60,28,38,2,2,28.2,38.2,1,predation,modelled,"Kesler and Munns 1989, Runck and Blinn 2045",,,,,,
48,60,32,38,2,2,32.2,38.2,1,predation,inferred,,,,,,,
54,60,35,38,2,2,35.2,38.2,1,predation,observed,,,,,,,
55,60,36,38,1,2,36.1,38.2,1,predation,modelled,Petranka 1998,,,,,,
56,60,36,38,2,2,36.2,38.2,1,predation,modelled,Petranka 1998,,,,,,
57,60,37,38,1,2,37.1,38.2,1,predation,modelled,"Campbell 1970, Miller 1978, Lannoo 2005",,,,,,
61,60,39,38,1,2,39.1,38.2,1,predation,modelled,"Hayes and Tennant 1985, Lannoo 2005",,,,,,
63,60,40,38,1,2,40.1,38.2,1,predation,observed,Preston and Johnson In Press,,,,,,
